outer_layer,outer_sequence,outer_recur,outer_funcs,inner_layer,inner_sequence,inner_recur,inner_funcs,depth
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Primitive,Chromatin|Unclassified|Methylation,1,3,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified,1,3,1
Top-level,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,5,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Primitive,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,3,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Transcription,6,3,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Primitive,Cell cycle|Methylation|Transcription,10,3,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,24,3,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,30,3,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,4,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,5,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,5,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,5,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,5,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,5,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle,1,5,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,5,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Primitive,Unclassified|Cell adhesion|Chromatin|Unclassified,108,3,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,5,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle,1,5,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,5,1
Top-level,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Unclassified|Cell adhesion|Chromatin|Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,5,1
Top-level,Unclassified|Chromatin|Cytoskeleton|Transcription|Chromatin|Phosphatase|Cell adhesion,1,6,Primitive,Cytoskeleton|Transcription|Chromatin,3,3,1
Top-level,Unclassified|Chromatin|Cytoskeleton|Transcription|Chromatin|Phosphatase|Cell adhesion,1,6,Primitive,Unclassified|Chromatin|Cytoskeleton,25,3,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Primitive,Unclassified|Cell cycle|Methylation,1,3,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,3,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Primitive,Cell adhesion|Unclassified|Cell cycle,1,3,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,3,3,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Transcription,6,3,1
