chromosome,start_position,end_position,length_bytes,function_sequence,n_vocab_hits,n_distinct_funcs,recurrence,density_score,boundary_drop,entry_point,matched_primitives,named_genes,dominant_function,description
chr22,38524,38691,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1051,6,40,5.255,5.1,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,38524,38691,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1054,6,40,5.27,5.15,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,38524,38691,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1057,6,40,5.285,5.21,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,38524,38691,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1064,6,40,5.32,5.33,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,38524,38691,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1068,6,40,5.34,5.41,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,38524,38691,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1076,6,40,5.38,5.56,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,38524,38691,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1082,6,40,5.41,5.68,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,38560,38691,132,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,652,4,40,3.26,1.65,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,38561,38691,131,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,642,4,40,3.21,1.62,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,38562,38691,130,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,636,4,40,3.18,1.59,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,38590,38691,102,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,528,4,40,2.64,1.37,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,38603,38691,89,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,447,4,40,2.235,1.04,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,38604,38691,88,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,441,4,40,2.205,1.01,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41853,42020,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1057,6,40,5.285,5.17,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41853,42020,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1064,6,40,5.32,5.29,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41853,42020,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1076,6,40,5.38,5.52,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41853,42020,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1072,6,40,5.36,5.44,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41853,42020,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1068,6,40,5.34,5.37,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41853,42020,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1082,6,40,5.41,5.64,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41853,42020,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1043,6,40,5.215,4.93,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41853,42020,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1048,6,40,5.24,5.01,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41853,42020,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1051,6,40,5.255,5.07,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41853,42020,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1054,6,40,5.27,5.12,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41889,42020,132,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,652,4,40,3.26,1.65,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41890,42020,131,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,642,4,40,3.21,1.62,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41891,42020,130,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,636,4,40,3.18,1.59,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41919,42020,102,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,528,4,40,2.64,1.37,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41932,42020,89,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,447,4,40,2.235,1.04,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,41933,42020,88,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,441,4,40,2.205,1.01,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45036,45203,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1082,6,40,5.41,5.64,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45036,45203,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1048,6,40,5.24,5.01,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45036,45203,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1051,6,40,5.255,5.07,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45036,45203,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1054,6,40,5.27,5.12,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45036,45203,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1057,6,40,5.285,5.17,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45036,45203,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1064,6,40,5.32,5.29,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45036,45203,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1068,6,40,5.34,5.37,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45036,45203,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1072,6,40,5.36,5.44,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45036,45203,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1076,6,40,5.38,5.52,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45036,45203,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1043,6,40,5.215,4.93,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45072,45203,132,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,652,4,40,3.26,1.65,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45073,45203,131,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,642,4,40,3.21,1.62,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45074,45203,130,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,636,4,40,3.18,1.59,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45102,45203,102,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,528,4,40,2.64,1.37,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45115,45203,89,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,447,4,40,2.235,1.06,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,45116,45203,88,Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,441,4,40,2.205,1.04,chrM:0x37DC,"66,16",T2T-CHM13v2.0 only region — not in GRCh38 databases,T2T_NOVEL,T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,46647,46814,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1064,6,40,5.32,5.29,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,46647,46814,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1043,6,40,5.215,4.93,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,46647,46814,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1048,6,40,5.24,5.01,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
chr22,46647,46814,168,Unclassified|Cell adhesion|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1051,6,40,5.255,5.07,chrM:0x37DC,"63,16","No features in Ensembl GRCh38,T2T-CHM13v2.0 only region — not in GRCh38 databases",TRULY_UNKNOWN,No features in Ensembl GRCh38 + T2T-CHM13v2.0 only region — not in GRCh38 databases
