gene,department
OR52H1,Signaling
OR52I1,Signaling
OR52I2,Signaling
OR52J3,Signaling
OR52K1,Signaling
OR52K2,Signaling
OR52L1,Signaling
OR52L2P,Signaling
OR52M1,Signaling
OR52N1,Signaling
OR52N2,Signaling
OR52N4,Signaling
OR52N5,Signaling
OR52P1,Signaling
OR52R1,Signaling
OR52W1,Signaling
OR52Z1P,Signaling
OR56A1,Signaling
OR56A3,Signaling
OR56A4,Signaling
OR56A5,Signaling
OR56B1,Signaling
OR56B2,Signaling
OR56B4,Signaling
OR5A1,Signaling
OR5A2,Signaling
OR5AC1,Signaling
OR5AC2,Signaling
OR5AK2,Signaling
OR5AK3P,Signaling
OR5AL1,Signaling
OR5AN1,Signaling
OR5AP2,Signaling
OR5AR1,Signaling
OR5AS1,Signaling
OR5AU1,Signaling
OR5B12,Signaling
OR5B17,Signaling
OR5B2,Signaling
OR5B21,Signaling
OR5B3,Signaling
OR5BS1,Signaling
OR5C1,Signaling
OR5D13,Signaling
OR5D14,Signaling
OR5D16,Signaling
OR5D18,Signaling
OR5D3,Signaling
OR5F1,Signaling
OR5G3,Signaling
OR5H1,Signaling
OR5H14,Signaling
OR5H15,Signaling
OR5H2,Signaling
OR5H6,Signaling
OR5H8,Signaling
OR5I1,Signaling
OR5J2,Signaling
OR5K1,Signaling
OR5K2,Signaling
OR5K3,Signaling
OR5K4,Signaling
OR5L1,Signaling
OR5L2,Signaling
OR5M1,Signaling
OR5M10,Signaling
OR5M11,Signaling
OR5M3,Signaling
OR5M8,Signaling
OR5M9,Signaling
OR5P2,Signaling
OR5P3,Signaling
OR5T1,Signaling
OR5T2,Signaling
OR5T3,Signaling
OR5V1,Signaling
OR5W2,Signaling
OR6A2,Signaling
OR6B1,Signaling
OR6B2,Signaling
OR6B3,Signaling
OR6C1,Signaling
OR6C2,Signaling
OR6C3,Signaling
OR6C4,Signaling
OR6C6,Signaling
OR6C65,Signaling
OR6C68,Signaling
OR6C70,Signaling
OR6C74,Signaling
OR6C75,Signaling
OR6C76,Signaling
OR6F1,Signaling
OR6J1,Signaling
OR6K2,Signaling
OR6K3,Signaling
OR6K6,Signaling
OR6M1,Signaling
OR6N1,Signaling
OR6N2,Signaling
OR6P1,Signaling
OR6Q1,Signaling
OR6S1,Signaling
OR6T1,Signaling
OR6V1,Signaling
OR6X1,Signaling
OR6Y1,Signaling
OR7A10,Signaling
OR7A17,Signaling
OR7A2P,Signaling
OR7A5,Signaling
OR7C1,Signaling
OR7C2,Signaling
OR7D2,Transcription
OR7D2,Signaling
OR7D4,Signaling
OR7E24,Signaling
OR7G1,Signaling
OR7G2,Signaling
OR7G3,Signaling
OR8A1,Signaling
OR8B12,Signaling
OR8B2,Signaling
OR8B3,Signaling
OR8B4,Signaling
OR8B8,Signaling
OR8D1,Signaling
OR8D2,Signaling
OR8D4,Signaling
OR8G1,Signaling
OR8G2P,Signaling
OR8G3,Signaling
OR8G5,Signaling
OR8H1,Signaling
OR8H2,Signaling
OR8H3,Signaling
OR8I2,Signaling
OR8J1,Signaling
OR8J2,Signaling
OR8J3,Signaling
OR8K1,Signaling
OR8K3,Signaling
OR8K5,Signaling
OR8S1,Signaling
OR8U1,Signaling
OR8U3,Signaling
OR8U8,Signaling
OR8U9,Signaling
OR9A1P,Signaling
OR9A2,Signaling
OR9A4,Signaling
OR9G1,Signaling
OR9G4,Signaling
OR9G9,Signaling
OR9H1,Signaling
OR9I1,Signaling
OR9K2,Signaling
OR9Q1,Signaling
OR9Q2,Signaling
ORAI1,Ion channel
ORAI2,Ion channel
ORAI3,Ion channel
ORC2,Transcription
ORM1,Immune
OS9,Ubiquitin
OSBPL1A,Transport
OSCAR,Signaling
OSGIN1,Signaling
OSGIN2,Signaling
OSM,Transcription
OSM,Immune
OSR1,Transcription
OSR2,Transcription
OSTF1,Signaling
OTOA,Cell adhesion
OTOG,Structural
OTOGL,Structural
OTOP1,Ion channel
OTOP2,Ion channel
OTOP3,Ion channel
OTP,Transcription
OTUB1,DNA repair
OTUB1,Proteolysis
OTUB2,Proteolysis
OTUD1,Proteolysis
OTUD3,Proteolysis
OTUD4,Nuc acid bind
OTUD4,Proteolysis
OTUD4,Immune
OTUD5,Proteolysis
OTUD6A,Proteolysis
OTUD6B,Proteolysis
OTUD7A,Proteolysis
OTUD7B,Transcription
OTUD7B,Proteolysis
OTULIN,Ubiquitin
OTULIN,Proteolysis
OTULIN,Immune
OTX1,Transcription
OTX2,Transcription
OVCH1,Proteolysis
OVCH2,Proteolysis
OVOL1,Transcription
OVOL2,Transcription
OVOL3,Transcription
OXER1,Signaling
OXGR1,Signaling
OXGR1,Immune
OXSR1,Kinase
OXSR1,Signaling
OXT,Signaling
OXTR,Signaling
P2RX1,Signaling
P2RX1,Apoptosis
P2RX1,Ion channel
P2RX2,Ion channel
P2RX3,Signaling
P2RX3,Transport
P2RX3,Ion channel
P2RX4,Signaling
P2RX4,Ion channel
P2RX5,Signaling
P2RX5,Ion channel
P2RX6,Signaling
P2RX6,Ion channel
P2RX7,Signaling
P2RX7,Ion channel
P2RY1,Transcription
P2RY1,Signaling
P2RY10,Signaling
P2RY11,Signaling
P2RY12,Signaling
P2RY13,Signaling
P2RY14,Signaling
P2RY2,Signaling
P2RY4,Signaling
P2RY6,Signaling
P2RY8,Signaling
P3H1,Protein folding
P4HB,Nuc acid bind
P4HB,Protein folding
PA2G4,Nuc acid bind
PABPC1,RNA processing
PABPC1,Nuc acid bind
PABPC1L,Nuc acid bind
PABPC1L2A,Nuc acid bind
PABPC3,Nuc acid bind
PABPC4,RNA processing
PABPC4,Nuc acid bind
PABPC4,Translation
PABPC4L,Nuc acid bind
PABPC5,Nuc acid bind
PABPN1,RNA processing
PABPN1,Nuc acid bind
PABPN1L,Nuc acid bind
PACC1,Ion channel
PACS2,Apoptosis
PACSIN1,Cytoskeleton
PACSIN2,Cytoskeleton
PACSIN3,Cytoskeleton
PADI2,Chromatin
PADI4,Chromatin
PADI4,Immune
PAEP,Apoptosis
PAF1,Transcription
PAFAH1B1,Cell cycle
PAFAH1B1,Cytoskeleton
PAG1,Signaling
PAGE4,Signaling
PAGE4,Nuc acid bind
PAGR1,Transcription
PAGR1,DNA repair
PAIP1,Nuc acid bind
PAK1,Chromatin
PAK1,Kinase
PAK1,Signaling
PAK1,DNA repair
PAK1,Apoptosis
PAK2,Kinase
PAK2,Signaling
PAK2,Apoptosis
PAK3,Kinase
PAK3,Signaling
PAK4,Kinase
PAK4,Signaling
PAK4,Apoptosis
PAK4,Cytoskeleton
PAK5,Kinase
PAK5,Signaling
PAK5,Apoptosis
PAK5,Cytoskeleton
PAK6,Transcription
PAK6,Kinase
PAK6,Signaling
PAK6,Apoptosis
PAK6,Cytoskeleton
PALB2,DNA repair
PALLD,Cytoskeleton
PAN2,RNA processing
PAN2,Nuc acid bind
PAN3,Kinase
PAN3,RNA processing
PAN3,Nuc acid bind
PANK3,Kinase
PANO1,Apoptosis
PANX1,Structural
PANX1,Ion channel
PANX2,Structural
PANX2,Ion channel
PANX3,Structural
PANX3,Ion channel
PAPOLA,RNA processing
PAPOLA,Nuc acid bind
PAPOLB,RNA processing
PAPOLB,Nuc acid bind
PAPOLG,RNA processing
PAPOLG,Nuc acid bind
PAPPA,Signaling
PAPPA,Proteolysis
PAPPA2,Signaling
PAPPA2,Proteolysis
PARD3,Cell cycle
PARD3,Cell adhesion
PARD3,Cytoskeleton
PARD3B,Cell cycle
PARD3B,Cell adhesion
PARD3B,Cytoskeleton
PARD6A,Cell cycle
PARD6B,Cell cycle
PARD6G,Cell cycle
PARG,DNA repair
PARK7,Transcription
PARK7,DNA repair
PARK7,Nuc acid bind
PARK7,Proteolysis
PARK7,Immune
PARL,Proteolysis
PARN,Nuc acid bind
PARP1,Transcription
PARP1,DNA repair
PARP1,Nuc acid bind
PARP1,Immune
PARP1,Apoptosis
PARP10,Chromatin
PARP10,DNA repair
PARP12,Nuc acid bind
PARP14,Immune
PARP15,Transcription
PARP2,DNA repair
PARP3,DNA repair
PARP4,DNA repair
PARP4,Immune
PARP9,Transcription
PARP9,DNA repair
PARP9,Immune
PARPBP,DNA repair
PARS2,Translation
PARVA,Cell adhesion
PARVB,Cell adhesion
PARVG,Cell adhesion
PASD1,Transcription
PASK,Kinase
PASK,Signaling
PATJ,Signaling
PATL1,Nuc acid bind
PATL2,Nuc acid bind
PATZ1,Transcription
PAWR,Transcription
PAWR,Apoptosis
PAX1,Transcription
PAX2,Transcription
PAX3,Transcription
PAX3,Apoptosis
PAX4,Transcription
PAX5,Transcription
PAX6,Chromatin
PAX6,Transcription
PAX6,Nuc acid bind
PAX7,Transcription
PAX8,Transcription
PAX9,Transcription
PAXBP1,Transcription
PAXIP1,Chromatin
PAXIP1,DNA repair
PAXX,DNA repair
PBK,Kinase
PBLD,Immune
PBLD,Apoptosis
PBRM1,Chromatin
PBRM1,Transcription
PBX1,Transcription
PBX2,Transcription
PBX3,Transcription
PBX4,Transcription
PBXIP1,Transcription
PCBP1,Transcription
PCBP1,Nuc acid bind
PCBP2,Transcription
PCBP2,Nuc acid bind
PCBP2,Immune
PCBP3,Transcription
PCBP3,Nuc acid bind
PCBP4,Transcription
PCBP4,Nuc acid bind
PCDH1,Cell adhesion
PCDH10,Cell adhesion
PCDH11X,Cell adhesion
PCDH11Y,Cell adhesion
PCDH12,Cell adhesion
PCDH15,Cell adhesion
PCDH17,Cell adhesion
PCDH18,Cell adhesion
PCDH19,Cell adhesion
PCDH20,Nuc acid bind
PCDH20,Cell adhesion
PCDH7,Cell adhesion
PCDH8,Cell adhesion
PCDH9,Cell adhesion
PCDHA1,Cell adhesion
PCDHA10,Cell adhesion
PCDHA11,Cell adhesion
PCDHA12,Cell adhesion
PCDHA13,Cell adhesion
PCDHA2,Cell adhesion
PCDHA3,Cell adhesion
PCDHA4,Cell adhesion
PCDHA5,Cell adhesion
PCDHA6,Cell adhesion
PCDHA7,Cell adhesion
PCDHA8,Cell adhesion
PCDHA9,Cell adhesion
PCDHAC1,Cell adhesion
PCDHAC2,Cell adhesion
PCDHB1,Cell adhesion
PCDHB10,Cell adhesion
PCDHB11,Cell adhesion
PCDHB12,Cell adhesion
PCDHB13,Cell adhesion
PCDHB14,Cell adhesion
PCDHB15,Cell adhesion
PCDHB16,Cell adhesion
PCDHB18P,Cell adhesion
PCDHB2,Cell adhesion
PCDHB3,Cell adhesion
PCDHB4,Cell adhesion
PCDHB5,Cell adhesion
PCDHB6,Cell adhesion
PCDHB7,Cell adhesion
PCDHB8,Cell adhesion
PCDHB9,Cell adhesion
PCDHGA1,Cell adhesion
PCDHGA10,Cell adhesion
PCDHGA11,Cell adhesion
PCDHGA12,Cell adhesion
PCDHGA2,Cell adhesion
PCDHGA3,Cell adhesion
PCDHGA4,Cell adhesion
PCDHGA5,Cell adhesion
PCDHGA6,Cell adhesion
PCDHGA7,Cell adhesion
PCDHGA8,Cell adhesion
PCDHGA9,Nuc acid bind
PCDHGA9,Cell adhesion
PCDHGB1,Cell adhesion
PCDHGB2,Cell adhesion
PCDHGB3,Cell adhesion
PCDHGB4,Cell adhesion
PCDHGB5,Cell adhesion
PCDHGB6,Cell adhesion
PCDHGB7,Cell adhesion
PCDHGC3,Cell adhesion
PCDHGC4,Cell adhesion
PCDHGC5,Cell adhesion
PCF11,RNA processing
PCGF1,Chromatin
PCGF1,Transcription
PCGF2,Chromatin
PCGF2,Transcription
PCGF3,Transcription
PCGF5,Transcription
PCGF6,Chromatin
PCGF6,Transcription
PCID2,Transcription
PCID2,Nuc acid bind
PCIF1,RNA processing
PCIF1,Methylation
PCLAF,DNA repair
PCLO,Cytoskeleton
PCMT1,Methylation
PCMTD1,Ubiquitin
PCNA,Chromatin
PCNA,DNA repair
PCNP,Ubiquitin
PCNT,Signaling
PCNT,Cytoskeleton
PCOLCE,Proteolysis
PCOLCE,Structural
PCSK1,Proteolysis
PCSK2,Proteolysis
PCSK4,Proteolysis
PCSK5,Proteolysis
PCSK6,Proteolysis
PCSK7,Proteolysis
PCSK9,Nuc acid bind
PCSK9,Proteolysis
PCSK9,Apoptosis
PDAP1,Signaling
PDAP1,Nuc acid bind
PDCD1,Apoptosis
PDCD10,Signaling
PDCD10,Apoptosis
PDCD11,RNA processing
PDCD11,Nuc acid bind
PDCD1LG2,Signaling
PDCD1LG2,Immune
PDCD2L,Apoptosis
PDCD4,Nuc acid bind
PDCD4,Apoptosis
PDCD5,Apoptosis
PDCD6,Apoptosis
PDCD6IP,Cell cycle
PDCD6IP,Apoptosis
PDCD7,RNA processing
PDCD7,Apoptosis
PDCL,Signaling
PDCL2,Protein folding
PDCL3,Apoptosis
PDCL3,Protein folding
PDE10A,Signaling
PDE11A,Signaling
PDE12,RNA processing
PDE1A,Signaling
PDE1B,Signaling
PDE1C,Signaling
PDE2A,Transcription
PDE2A,Signaling
PDE3A,Signaling
PDE3B,Signaling
PDE4A,Signaling
PDE4B,Signaling
PDE4C,Signaling
PDE4D,Signaling
PDE5A,Signaling
PDE6A,Signaling
PDE6B,Signaling
PDE6C,Signaling
PDE7A,Signaling
PDE7B,Signaling
PDE8A,Transcription
PDE8A,Signaling
PDE8B,Signaling
PDE9A,Signaling
PDF,Translation
PDGFB,Kinase
PDGFB,Signaling
PDGFRA,Kinase
PDGFRB,Kinase
PDGFRB,Signaling
PDIA2,Protein folding
PDIA3,Nuc acid bind
PDIA3,Protein folding
PDIA4,Nuc acid bind
PDIA4,Protein folding
PDIA5,Protein folding
PDIA6,Protein folding
PDIK1L,Kinase
PDILT,Protein folding
PDK1,Kinase
PDK2,Kinase
PDK3,Kinase
PDK4,Kinase
PDP1,Phosphatase
PDP2,Phosphatase
PDPK1,Kinase
PDPK1,Signaling
PDPK2P,Kinase
PDPK2P,Signaling
PDPN,Signaling
PDPN,Cell adhesion
PDRG1,Protein folding
PDS5A,Cell cycle
PDS5B,Cell cycle
PDX1,Transcription
PDXP,Phosphatase
PDZD2,Cell adhesion
PDZRN3,Ubiquitin
PEA15,Apoptosis
PEAK1,Kinase
PEAK3,Kinase
PEBP1,Nuc acid bind
PECAM1,Signaling
PECAM1,Immune
PECAM1,Cell adhesion
PEF1,Nuc acid bind
PEG10,Nuc acid bind
PEG10,Apoptosis
PEG3,Transcription
PEG3,Apoptosis
PELI1,Ubiquitin
PELI1,DNA repair
PELI2,Ubiquitin
PELI3,Ubiquitin
PELI3,Immune
PELO,Cell cycle
PELP1,Transcription
PELP1,Nuc acid bind
PEMT,Methylation
PENK,Signaling
PEPD,Proteolysis
PER1,Chromatin
PER1,Transcription
PER2,Chromatin
PER2,Transcription
PER3,Transcription
PERM1,Transcription
PERP,Apoptosis
PERP,Cell adhesion
PES1,Nuc acid bind
PET100,Protein folding
PEX10,Ubiquitin
PEX11A,Signaling
PEX11B,Signaling
PEX12,Ubiquitin
PEX19,Protein folding
PEX2,Ubiquitin
PF4,Transcription
PF4,Immune
PF4V1,Signaling
PF4V1,Immune
PFDN1,Protein folding
PFDN2,Protein folding
PFDN4,Protein folding
PFDN5,Transcription
PFDN5,Protein folding
PFDN6,Protein folding
PFKM,Transcription
PFN1,Nuc acid bind
PGA3,Proteolysis
PGA4,Proteolysis
PGA5,Proteolysis
PGBD1,Transcription
PGC,Proteolysis
PGF,Signaling
PGK2,Kinase
PGLYRP1,Signaling
PGLYRP1,Immune
PGLYRP2,Immune
PGLYRP3,Immune
PGLYRP4,Immune
PGM5,Structural
PGM5,Cell adhesion
PGP,Phosphatase
PGPEP1,Proteolysis
PGPEP1L,Proteolysis
PGR,Transcription
PGR,Signaling
PHAX,Nuc acid bind
PHB1,Transcription
PHB1,Signaling
PHB2,Transcription
PHC1,Chromatin
PHEX,Proteolysis
PHF1,Chromatin
PHF1,Transcription
PHF1,DNA repair
PHF10,Chromatin
PHF10,Transcription
PHF12,Transcription
PHF13,Chromatin
PHF13,Cell cycle
PHF13,DNA repair
PHF14,Chromatin
PHF14,Transcription
PHF19,Chromatin
PHF19,Transcription
PHF2,Chromatin
PHF2,Transcription
PHF20,Chromatin
PHF20,Transcription
PHF20L1,Transcription
PHF21A,Chromatin
PHF5A,RNA processing
PHF5A,Nuc acid bind
PHF6,Transcription
PHF6,Nuc acid bind
PHF7,Chromatin
PHF8,Chromatin
PHF8,Transcription
PHIP,Chromatin
PHIP,Transcription
PHIP,Cytoskeleton
PHKG1,Kinase
PHKG1,Signaling
PHKG2,Kinase
PHKG2,Signaling
PHLDA1,Apoptosis
PHLDA2,Apoptosis
PHLDA3,Apoptosis
PHLDB2,Cytoskeleton
PHLPP1,Signaling
PHLPP1,Apoptosis
PHLPP1,Phosphatase
PHLPP2,Signaling
PHLPP2,Phosphatase
PHOX2A,Transcription
PHOX2B,Transcription
PHPT1,Phosphatase
PHRF1,Ubiquitin
PI3,Immune
PI4KA,Signaling
PI4KB,Signaling
PIAS1,Transcription
PIAS1,DNA repair
PIAS2,Transcription
PIAS3,Transcription
PIAS4,Transcription
PICALM,Transport
PICK1,Kinase
PID1,Transcription
PIDD1,Signaling
PIDD1,DNA repair
PIDD1,Proteolysis
PIDD1,Apoptosis
PIEZO1,Ion channel
PIEZO2,Ion channel
PIF1,DNA repair
PIGK,Proteolysis
PIGR,Signaling
PIH1D1,Chromatin
PIK3AP1,Signaling
PIK3C3,Cell cycle
PIK3C3,Kinase
PIK3CB,Signaling
PIK3CB,Immune
PIK3CB,Cell adhesion
PIK3CD,Kinase
PIK3CD,Signaling
PIK3CD,Immune
PIK3CG,Kinase
PIK3CG,Immune
PIK3IP1,Proteolysis
PIK3R1,Transcription
PIK3R1,Ubiquitin
PIK3R1,Signaling
PIK3R1,Immune
PIK3R2,Transcription
PIK3R2,Signaling
PIK3R2,Immune
PIK3R3,Immune
PIK3R4,Kinase
PIK3R5,Immune
PIK3R6,Immune
PIKFYVE,Signaling
PILRA,Signaling
PIM1,Kinase
PIM1,Apoptosis
PIM2,Kinase
PIM2,Apoptosis
PIM3,Kinase
PIM3,Apoptosis
PIMREG,Cell cycle
PIN1,Transcription
PIN4,Nuc acid bind
PINK1,Transcription
PINK1,Ubiquitin
PINK1,Kinase
PINK1,Signaling
PINX1,Nuc acid bind
PIP,Proteolysis
PIP4K2B,Signaling
PIP5K1A,Signaling
PIP5K1C,Cell adhesion
PIP5KL1,Apoptosis
PITPNC1,Signaling
PITRM1,Proteolysis
PITX1,Transcription
PITX2,Transcription
PITX3,Transcription
PIWIL1,Nuc acid bind
PIWIL2,Nuc acid bind
PIWIL3,Nuc acid bind
PIWIL4,Nuc acid bind
PJA1,Ubiquitin
PJA2,Ubiquitin
PJA2,Immune
PKD1,Transcription
PKD1,Signaling
PKD1,Ion channel
PKD1L1,Ion channel
PKD1L2,Ion channel
PKD1L3,Ion channel
PKD2,Transcription
PKD2,Signaling
PKD2,Transport
PKD2,Ion channel
PKD2L1,Transport
PKD2L1,Ion channel
PKD2L2,Ion channel
PKDCC,Kinase
PKHD1L1,Immune
PKM,Nuc acid bind
PKMYT1,Kinase
PKN1,Chromatin
PKN1,Transcription
PKN1,Kinase
PKN1,Signaling
PKN2,Cell cycle
PKN2,Kinase
PKN2,Signaling
PKN2,Nuc acid bind
PKN2,Apoptosis
PKN2,Cell adhesion
PKN3,Kinase
PKN3,Signaling
PKNOX1,Transcription
PKNOX2,Transcription
PKP1,Transcription
PKP1,Signaling
PKP1,Nuc acid bind
PKP1,Cell adhesion
PKP2,Cell adhesion
PKP3,Nuc acid bind
PKP3,Cell adhesion
PKP4,Cell adhesion
PLA2G10,Transcription
PLA2G1B,Transcription
PLA2G1B,Signaling
PLA2G2A,Immune
PLA2G2D,Immune
PLA2G2E,Immune
PLA2G2F,Immune
PLA2G4B,Immune
PLA2G4C,Signaling
PLA2G4C,Immune
PLAA,Signaling
PLAC8,Transcription
PLAG1,Transcription
PLAGL1,Transcription
PLAGL1,Apoptosis
PLAGL2,Transcription
PLAT,Proteolysis
PLAU,Signaling
PLAU,Proteolysis
PLAUR,Signaling
PLBD1,Proteolysis
PLCB1,Signaling
PLCB2,Signaling
PLCB3,Signaling
PLCB4,Signaling
PLCD1,Signaling
PLCD3,Signaling
PLCD4,Signaling
PLCE1,Signaling
PLCE1,GTPase
PLCG1,Signaling
PLCG2,Signaling
PLCH1,Signaling
PLCH2,Signaling
PLCL1,Signaling
PLCL2,Signaling
PLCXD2,Signaling
PLCXD3,Signaling
PLCZ1,Signaling
PLD1,Signaling
PLD1,GTPase
PLD2,Signaling
PLD2,Cytoskeleton
PLD2,GTPase
PLD3,Immune
PLD4,Immune
PLEC,Nuc acid bind
PLEC,Structural
PLEK,Signaling
PLEK2,Signaling
PLEKHF1,Apoptosis
PLEKHN1,Apoptosis
PLG,Proteolysis
PLGRKT,Immune
PLIN3,Transport
PLK1,Transcription
PLK1,Cell cycle
PLK1,Kinase
PLK2,Kinase
PLK3,Transcription
PLK3,Kinase
PLK3,DNA repair
PLK3,Apoptosis
PLK4,Kinase
PLK5,Cell cycle
PLK5,Kinase
PLK5,DNA repair
PLLP,Ion channel
PLN,Ion channel
PLP1,Structural
PLP2,Ion channel
PLPP1,Signaling
PLPP2,Signaling
PLPP3,Transcription
PLPP3,Signaling
PLPP6,Immune
PLPPR1,Signaling
PLPPR2,Signaling
PLPPR3,Signaling
PLPPR4,Signaling
PLPPR5,Signaling
PLRG1,RNA processing
PLS1,Structural
PLSCR1,Transcription
PLSCR1,Apoptosis
PLSCR3,Apoptosis
PLXNA2,Signaling
PLXNA3,Signaling
PLXNA4,Signaling
PLXNB1,Signaling
PLXNC1,Cell adhesion
PM20D1,Proteolysis
PM20D2,Proteolysis
PMAIP1,DNA repair
PMAIP1,Apoptosis
PMCHL1,Signaling
PMCHL2,Signaling
PMF1,Cell cycle
PML,Transcription
PML,Immune
PML,Apoptosis
PMP22,Apoptosis
PMPCA,Proteolysis
PMPCB,Proteolysis
PMS1,DNA repair
PMS2,DNA repair
PMS2P3,Transcription
PNCK,Kinase
PNCK,Signaling
PNISR,Nuc acid bind
PNKP,DNA repair
PNLDC1,Nuc acid bind
PNMA1,Apoptosis
PNMA2,Apoptosis
PNMA3,Nuc acid bind
PNMA3,Apoptosis
PNMA5,Apoptosis
PNMT,Methylation
PNN,RNA processing
PNN,Nuc acid bind
PNN,Structural
PNN,Apoptosis
PNN,Cell adhesion
PNO1,Nuc acid bind
PNOC,Signaling
PNP,Immune
PNPLA8,Signaling
PNPT1,RNA processing
PNPT1,Nuc acid bind
PODNL1,Structural
PODXL,Cell adhesion
PODXL2,Cell adhesion
POFUT3,Protein folding
POGK,Transcription
POGK,Nuc acid bind
POGZ,Transcription
POGZ,Cell cycle
POGZ,DNA repair
POGZ,Nuc acid bind
POLA1,DNA repair
POLA1,Nuc acid bind
POLB,DNA repair
POLD1,DNA repair
POLD1,Nuc acid bind
POLD2,DNA repair
POLD3,DNA repair
POLD4,DNA repair
POLDIP2,DNA repair
POLDIP3,Nuc acid bind
POLE,DNA repair
POLE,Nuc acid bind
POLE2,DNA repair
POLE3,Chromatin
POLE3,Transcription
POLE3,DNA repair
POLH,DNA repair
POLI,DNA repair
POLK,DNA repair
POLL,DNA repair
POLM,DNA repair
POLN,DNA repair
POLN,Nuc acid bind
POLQ,DNA repair
POLQ,Nuc acid bind
POLR1G,Nuc acid bind
POLR1H,Nuc acid bind
POLR2A,Transcription
POLR2A,Nuc acid bind
POLR2B,Nuc acid bind
POLR2G,Nuc acid bind
POLR2I,Nuc acid bind
POLR3A,Immune
POLR3B,Immune
POLR3C,Immune
POLR3D,Immune
POLR3E,Immune
POLR3F,Immune
POLR3G,Immune
POLR3H,Immune
POLR3K,Nuc acid bind
POLR3K,Immune
POLRMT,Nuc acid bind
POMC,Transcription
POMC,Signaling
POMK,Kinase
POP1,RNA processing
POP1,Nuc acid bind
POP4,RNA processing
POP4,Nuc acid bind
POP5,RNA processing
POP5,Nuc acid bind
POP7,RNA processing
POP7,Nuc acid bind
POPDC1,Transport
POPDC1,Structural
POPDC1,Cell adhesion
POSTN,Structural
POSTN,Cell adhesion
POU1F1,Transcription
POU2AF1,Transcription
POU2F1,Transcription
POU2F2,Transcription
POU2F3,Transcription
POU3F1,Transcription
POU3F2,Transcription
POU3F3,Transcription
POU3F4,Transcription
POU4F1,Transcription
POU4F2,Transcription
POU4F2,Apoptosis
POU4F3,Transcription
POU5F1,Transcription
POU5F1,Nuc acid bind
POU5F1B,Transcription
POU5F2,Transcription
POU6F1,Transcription
POU6F2,Transcription
PP2D1,Signaling
PPAN,Nuc acid bind
PPARA,Transcription
PPARD,Transcription
PPARD,Apoptosis
PPARG,Transcription
PPARG,Nuc acid bind
PPARG,Immune
PPARGC1A,Transcription
PPARGC1A,RNA processing
PPARGC1A,Nuc acid bind
PPARGC1B,Transcription
PPARGC1B,Nuc acid bind
PPBP,Signaling
PPBP,Immune
PPEF1,Phosphatase
PPEF2,Phosphatase
PPFIA1,Signaling
PPFIBP1,Cell adhesion
PPHLN1,Nuc acid bind
PPIA,Nuc acid bind
PPIA,Apoptosis
PPIA,Protein folding
PPIAL4A,Protein folding
PPIAL4C,Protein folding
PPIAL4D,Protein folding
PPIAL4E,Protein folding
PPIAL4F,Protein folding
PPIAL4G,Protein folding
PPIAL4H,Protein folding
PPIB,Nuc acid bind
PPIB,Protein folding
PPIC,Protein folding
PPID,Transcription
PPID,Apoptosis
PPID,Protein folding
PPIE,Transcription
PPIE,RNA processing
PPIE,Nuc acid bind
PPIE,Protein folding
PPIF,Apoptosis
PPIF,Protein folding
PPIG,RNA processing
PPIG,Nuc acid bind
PPIG,Protein folding
PPIH,RNA processing
PPIH,Protein folding
PPIL1,RNA processing
PPIL1,Protein folding
PPIL2,Ubiquitin
PPIL2,RNA processing
PPIL2,Protein folding
PPIL3,RNA processing
PPIL3,Protein folding
PPIL4,Nuc acid bind
PPL,Structural
PPM1A,Transcription
PPM1A,Phosphatase
PPM1B,Phosphatase
PPM1D,Phosphatase
PPM1E,Signaling
PPM1E,Phosphatase
PPM1F,Signaling
PPM1F,Apoptosis
PPM1F,Phosphatase
PPM1G,Signaling
PPM1G,Phosphatase
PPM1H,Phosphatase
PPM1J,Phosphatase
PPM1K,Phosphatase
PPM1L,Signaling
PPM1L,Phosphatase
PPM1M,Phosphatase
PPM1N,Phosphatase
PPP1CA,Cell cycle
PPP1CA,Phosphatase
PPP1CB,Cell cycle
PPP1CB,Phosphatase
PPP1CC,Cell cycle
PPP1CC,Nuc acid bind
PPP1CC,Phosphatase
PPP1R10,Nuc acid bind
PPP1R11,Ubiquitin
PPP1R12A,Transcription
PPP1R12A,Signaling
PPP1R12A,Phosphatase
PPP1R12B,Signaling
PPP1R12C,Signaling
PPP1R13B,Apoptosis
PPP1R13L,Transcription
PPP1R13L,Apoptosis
PPP1R14B,Immune
PPP1R15A,DNA repair
PPP1R15A,Apoptosis
PPP1R17,Signaling
PPP1R1A,Signaling
PPP1R1B,Signaling
PPP1R1C,Cell cycle
PPP1R1C,Signaling
PPP1R2,Signaling
PPP1R21,Nuc acid bind
PPP1R2B,Signaling
PPP1R2C,Signaling
PPP1R2P1,Signaling
PPP1R3B,Phosphatase
PPP1R3D,Phosphatase
PPP1R3E,Phosphatase
PPP1R8,RNA processing
PPP1R8,Nuc acid bind
PPP1R9B,Kinase
PPP1R9B,RNA processing
PPP2CA,Transcription
PPP2CA,Signaling
PPP2CA,Phosphatase
PPP2CB,Phosphatase
PPP2R1A,Signaling
PPP2R2A,Phosphatase
PPP2R2B,Apoptosis
PPP2R2D,Cell cycle
PPP2R3A,Phosphatase
PPP2R3B,Phosphatase
PPP2R3C,Cytoskeleton
PPP2R5A,Signaling
PPP2R5B,Signaling
PPP2R5C,Signaling
PPP2R5D,Signaling
PPP2R5E,Signaling
