position,hex,word,department,enrichment,length
109308,"0x8A29","0x8A29","Unclassified",7.6,2
109316,"0x6B72","0x6B72","Unclassified",5.2,2
109343,"0xA65F","0xA65F","Chromatin",8.8,2
109348,"0xD5BD","0xD5BD","Chromatin",9.6,2
109355,"0x9CBD","0x9CBD","Methylation",6.8,2
109358,"0xA72F","0xA72F","Cell adhesion",8.3,2
109409,"0x762A","0x762A","Unclassified",6.4,2
109498,"0x756C","0x756C","Kinase",9.8,2
109552,"0x69A6","0x69A6","Chromatin",6.4,2
109561,"0xB62B","0xB62B","Cytoskeleton",5.9,2
109576,"0xB4DB","0xB4DB","Cell adhesion",6.4,2
109613,"0x4415","0x4415","Unclassified",5.7,2
109631,"0xC815","0xC815","Cytoskeleton",5.5,2
109836,"0xCA20","0xCA20","Cell cycle",7.6,2
109956,"0x3693","0x3693","Unclassified",11.8,2
110037,"0x2B62","0x2B62","Cytoskeleton",6.9,2
110132,"0x68AD","0x68AD","Structural",6,2
110164,"0xB4D3","0xB4D3","Chromatin",9.4,2
110205,"0xF72F","0xF72F","Transcription",12,2
110271,"0xCA25","0xCA25","Cell cycle",11.2,2
110281,"0x35D1","0x35D1","Ion channel",5.3,2
110290,"0xA69B","0xA69B","Ubiquitin",13.5,2
110297,"0x628A","0x628A","Chromatin",6.6,2
110371,"0xB62B","0xB62B","Cytoskeleton",5.9,2
110373,"0x2881","0x2881","DNA repair",5.2,2
110413,"0xD5AD","0xD5AD","Phosphatase",6.7,2
110435,"0x056A","0x056A","Unclassified",7.7,2
110464,"0x356A","0x356A","Unclassified",7.8,2
110473,"0xCA25","0xCA25","Cell cycle",11.2,2
110502,"0xCA20","0xCA20","Cell cycle",7.6,2
110587,"0xE4DC","0xE4DC","Transcription",5.6,2
110722,"0x4209","0x4209","Methylation",6.3,2
110737,"0x5960","0x5960","Cytoskeleton",9.7,2
110826,"0xBDF7","0xBDF7","Chromatin",10.5,2
111006,"0x896B","0x896B","Phosphatase",14.2,2
111192,"0x50A1","0x50A1","Chromatin",6.4,2
111204,"0x5B98","0x5B98","Cell cycle",10.2,2
111288,"0xA427","0xA427","Transcription",8,2
111292,"0x5828","0x5828","Cell cycle",5.6,2
111303,"0x2A42","0x2A42","Chromatin",6.7,2
111308,"0x0A10","0x0A10","Structural",8.9,2
111318,"0x8450","0x8450","Cell adhesion",12.1,2
111330,"0x9450","0x9450","Unclassified",8.6,2
111465,"0x596F","0x596F","Unclassified",7.4,2
111483,"0x77DB","0x77DB","Transcription",5.4,2
111485,"0xDCBD","0xDCBD","Chromatin",10,2
111588,"0xA28A","0xA28A","Chromatin",11,2
111607,"0x6081","0x6081","Unclassified",7.3,2
111646,"0x34D1","0x34D1","Unclassified",6.9,2
111692,"0x8611","0x8611","Cell adhesion",5.9,2
111696,"0x25B2","0x25B2","Cytoskeleton",10.1,2
111785,"0x2742","0x2742","Chromatin",5.6,2
111831,"0x1099","0x1099","Transcription",6.2,2
111908,"0x8698","0x8698","Structural",5.8,2
111975,"0x99A4","0x99A4","Transcription",5.9,2
112036,"0x05D8","0x05D8","GTPase",5.2,2
112133,"0x779B","0x779B","Structural",9.5,2
112135,"0xDCBD","0xDCBD","Chromatin",10,2
112173,"0xDCBD","0xDCBD","Chromatin",10,2
112229,"0x9A69","0x9A69","RNA processing",9.3,2
112240,"0xCA20","0xCA20","Cell cycle",7.6,2
112258,"0xB2C8","0xB2C8","Chromatin",8.6,2
112280,"0xB6DA","0xB6DA","Chromatin",6.9,2
112395,"0xB2C8","0xB2C8","Chromatin",8.6,2
112432,"0x772C","0x772C","Cell cycle",5.9,2
112559,"0x77DB","0x77DB","Transcription",5.4,2
112561,"0xDCAD","0xDCAD","Chromatin",7.6,2
112685,"0x9C99","0x9C99","Structural",5.9,2
112814,"0xF7DA","0xF7DA","Structural",15.7,2
112880,"0xBDF6","0xBDF6","Cell cycle",7.2,2
112887,"0xDCBD","0xDCBD","Chromatin",10,2
112918,"0x37DA","0x37DA","Chromatin",8.9,2
112963,"0xCBDC","0xCBDC","Chromatin",7.5,2
113015,"0xDCB2","0xDCB2","Structural",6.8,2
113028,"0xD35D","0xD35D","Chromatin",5.9,2
113046,"0x7657","0x7657","Cell adhesion",5.2,2
113174,"0xCA20","0xCA20","Cell cycle",7.6,2
113219,"0xC82C","0xC82C","Cytoskeleton",7.8,2
113511,"0xF72F","0xF72F","Transcription",12,2
113594,"0x6186","0x6186","Cytoskeleton",5.9,2
113598,"0xA56A","0xA56A","Unclassified",10.7,2
113642,"0xD881","0xD881","Chromatin",6.1,2
113671,"0x5D75","0x5D75","Cytoskeleton",6.6,2
113695,"0x5D76","0x5D76","Cytoskeleton",5.4,2
113697,"0xF72F","0xF72F","Transcription",12,2
113839,"0xC5DA","0xC5DA","Transcription",7.7,2
113910,"0x1650","0x1650","DNA repair",13.4,2
113938,"0x772F","0x772F","Chromatin",13.4,2
113940,"0x7690","0x7690","DNA repair",9.5,2
113963,"0x98B1","0x98B1","Unclassified",5,2
114010,"0x159D","0x159D","Cytoskeleton",5.2,2
114063,"0xDC8D","0xDC8D","Chromatin",6.8,2
114092,"0x0560","0x0560","Kinase",13.8,2
114128,"0x7136","0x7136","Transcription",8.2,2
114139,"0x356A","0x356A","Unclassified",7.8,2
114148,"0xCA25","0xCA25","Cell cycle",11.2,2
114152,"0xDCBD","0xDCBD","Chromatin",10,2
114177,"0xCA20","0xCA20","Cell cycle",7.6,2
114221,"0x8690","0x8690","Nuc acid bind",5.6,2
114226,"0x05D0","0x05D0","DNA repair",11.6,2
114260,"0x69A6","0x69A6","Chromatin",6.4,2
114331,"0x7457","0x7457","Unclassified",5.6,2
114350,"0x09D5","0x09D5","DNA repair",6.5,2
114387,"0xF7DA","0xF7DA","Structural",15.7,2
114421,"0x37DC","0x37DC","Chromatin",5.1,2
114511,"0x77DB","0x77DB","Transcription",5.4,2
114531,"0x8629","0x8629","Unclassified",6.7,2
114540,"0x37D8","0x37D8","Cell adhesion",7.1,2
114572,"0xA611","0xA611","Unclassified",5.2,2
114623,"0x8288","0x8288","Cell cycle",7.1,2
114645,"0xCB2C","0xCB2C","Chromatin",73.8,2
114936,"0x9C8D","0x9C8D","Methylation",5.1,2
114958,"0x0725","0x0725","Unclassified",7.4,2
114973,"0x8821","0x8821","Nuc acid bind",13.6,2
114989,"0x0568","0x0568","Unclassified",11.6,2
115004,"0x2582","0x2582","Cell cycle",6.4,2
115116,"0x84D5","0x84D5","Unclassified",5,2
115245,"0xDCB1","0xDCB1","Transcription",5.3,2
115290,"0x596F","0x596F","Unclassified",7.4,2
115325,"0xD59D","0xD59D","Cytoskeleton",8.7,2
115412,"0x675D","0x675D","Cytoskeleton",5.1,2
115439,"0x8A28","0x8A28","Chromatin",18.3,2
115461,"0xCB2B","0xCB2B","Transcription",9.4,2
115562,"0x0BDC","0x0BDC","Unclassified",7,2
115587,"0x1041","0x1041","Ubiquitin",7.6,2
115612,"0xD581","0xD581","Cell cycle",5.2,2
115632,"0xCA21","0xCA21","Unclassified",11,2
115686,"0xA79A69","0xA79A69","RNA processing",81.9,3
115763,"0x05D7","0x05D7","Chromatin",6,2
115807,"0x0620","0x0620","Cell cycle",6.4,2
115821,"0xC5D0","0xC5D0","Unclassified",7,2
115861,"0xB5D5","0xB5D5","Unclassified",5,2
115893,"0x4105","0x4105","Cell adhesion",5.5,2
115908,"0x1861","0x1861","Chromatin",5.1,2
115958,"0x0A10","0x0A10","Structural",8.9,2
115961,"0x420B","0x420B","Chromatin",6.4,2
115996,"0xC7DC","0xC7DC","Unclassified",9.8,2
116072,"0xA69A69","0xA69A69","Methylation",521.7,3
116114,"0xD58D","0xD58D","Phosphatase",7.4,2
116150,"0x4114","0x4114","Chromatin",5.2,2
116268,"0x77DB","0x77DB","Transcription",5.4,2
116293,"0xDCAD","0xDCAD","Chromatin",7.6,2
116424,"0xB563","0xB563","Unclassified",14.4,2
116460,"0x2881","0x2881","DNA repair",5.2,2
116472,"0x99A4","0x99A4","Transcription",5.9,2
116497,"0x7653","0x7653","Ion channel",7,2
116510,"0xBDF6","0xBDF6","Cell cycle",7.2,2
116515,"0x77DB","0x77DB","Transcription",5.4,2
116517,"0xDCBD","0xDCBD","Chromatin",10,2
116544,"0x77D8","0x77D8","Unclassified",5.1,2
116555,"0x8850","0x8850","Unclassified",10.2,2
116636,"0x7987","0x7987","RNA processing",5.7,2
116664,"0x7657","0x7657","Cell adhesion",5.2,2
116694,"0xB62B","0xB62B","Cytoskeleton",5.9,2
116712,"0x37DF","0x37DF","Cytoskeleton",9.5,2
116793,"0x84D5","0x84D5","Unclassified",5,2
116797,"0x1099","0x1099","Transcription",6.2,2
116801,"0xB65C","0xB65C","Unclassified",5.4,2
116822,"0x05D5","0x05D5","Unclassified",5.1,2
116847,"0x1C71","0x1C71","Transcription",19.8,2
116877,"0xF7D8","0xF7D8","Phosphatase",5.5,2
116978,"0xF72F","0xF72F","Transcription",12,2
117074,"0x356A","0x356A","Unclassified",7.8,2
117083,"0xCA25","0xCA25","Cell cycle",11.2,2
117145,"0x0850","0x0850","Cell cycle",11.9,2
117245,"0x4106","0x4106","Unclassified",5.1,2
117258,"0x0650","0x0650","GTPase",11.5,2
117281,"0xB72A","0xB72A","Unclassified",8.5,2
117296,"0x761F","0x761F","Unclassified",6,2
117404,"0xBDF6","0xBDF6","Cell cycle",7.2,2
117411,"0xDCBD","0xDCBD","Chromatin",10,2
117452,"0xB98B","0xB98B","RNA processing",7.9,2
117534,"0xBDF6","0xBDF6","Cell cycle",7.2,2
117541,"0xDCBD","0xDCBD","Chromatin",10,2
117667,"0x71CB","0x71CB","Transcription",6,2
117670,"0x98A9","0x98A9","Unclassified",5.2,2
117678,"0x2456","0x2456","Kinase",5.2,2
117713,"0xDA5D","0xDA5D","Cytoskeleton",5.1,2
117884,"0x7727","0x7727","Chromatin",12.1,2
117933,"0xA423","0xA423","Transcription",14.2,2
117960,"0x2456","0x2456","Kinase",5.2,2
117996,"0x762A","0x762A","Unclassified",6.4,2
118004,"0x0610","0x0610","Cell adhesion",15.2,2
118006,"0x0411","0x0411","Unclassified",18.5,2
118014,"0x4420","0x4420","Unclassified",11.8,2
118036,"0x2A71","0x2A71","Cytoskeleton",5.4,2
118065,"0xF563","0xF563","Unclassified",17.3,2
118096,"0x9CAD","0x9CAD","Chromatin",5.6,2
118100,"0x37DA","0x37DA","Chromatin",8.9,2
118139,"0x0967","0x0967","Unclassified",10.4,2
118151,"0x3653","0x3653","Cell adhesion",13,2
118182,"0x09DC","0x09DC","RNA processing",6,2
118246,"0xF62F","0xF62F","Transcription",15.2,2
118284,"0x5965","0x5965","Ion channel",5,2
118387,"0x94D9","0x94D9","Unclassified",6.1,2
118479,"0x9082","0x9082","Chromatin",6.3,2
118513,"0x362A","0x362A","Unclassified",7.2,2
118523,"0x820B","0x820B","Translation",5.6,2
118577,"0x77DB","0x77DB","Transcription",5.4,2
118579,"0xDCB1","0xDCB1","Transcription",5.3,2
118679,"0x7D77","0x7D77","Cytoskeleton",6,2
118687,"0x0828","0x0828","DNA repair",7,2
118697,"0x675D","0x675D","Cytoskeleton",5.1,2
118737,"0xC963","0xC963","Structural",14.4,2
118748,"0xF5D7","0xF5D7","Cytoskeleton",11.6,2
118781,"0xF72F","0xF72F","Transcription",12,2
118792,"0xB425","0xB425","Cell cycle",5.9,2
118810,"0xF7DB","0xF7DB","Chromatin",10.3,2
118812,"0xDCBD","0xDCBD","Chromatin",10,2
118923,"0x1C71","0x1C71","Transcription",19.8,2
118931,"0x8A28","0x8A28","Chromatin",18.3,2
118939,"0x7698","0x7698","Ubiquitin",6.8,2
118975,"0x0BD9","0x0BD9","Unclassified",7.7,2
119061,"0x0AD1","0x0AD1","Transport",5.6,2
119123,"0x6DB6","0x6DB6","Chromatin",7.9,2
119128,"0x7560","0x7560","DNA repair",10.8,2
119191,"0x4104","0x4104","Kinase",11,2
119209,"0xB56A","0xB56A","Unclassified",17.4,2
119264,"0x3653","0x3653","Cell adhesion",13,2
119440,"0x575D","0x575D","Cytoskeleton",5,2
119446,"0x0567","0x0567","Transcription",14.8,2
119474,"0xE410","0xE410","GTPase",6.9,2
119488,"0x68A1","0x68A1","Cytoskeleton",6.1,2
119598,"0x0A2C","0x0A2C","Transcription",5.1,2
119605,"0xC82C","0xC82C","Cytoskeleton",7.8,2
119863,"0x0A11","0x0A11","Unclassified",7,2
119866,"0x345C","0x345C","Unclassified",10.9,2
119870,"0x882C","0x882C","Chromatin",5.7,2
119877,"0x9371","0x9371","Transcription",10.1,2
119899,"0x94D9","0x94D9","Unclassified",6.1,2
119906,"0x0B2C","0x0B2C","Methylation",8.1,2
119926,"0x9CB2","0x9CB2","Chromatin",8.2,2
119930,"0x75D8","0x75D8","Chromatin",5.8,2
119939,"0x75DF","0x75DF","Chromatin",5.7,2
120014,"0x8DF4","0x8DF4","Chromatin",7.4,2
120025,"0x8BDF","0x8BDF","Unclassified",6.1,2
120046,"0xD0BD","0xD0BD","Cytoskeleton",6.1,2
120052,"0x0BDC","0x0BDC","Unclassified",7,2
120092,"0x8A18","0x8A18","Chromatin",10.5,2
120099,"0xCA25","0xCA25","Cell cycle",11.2,2
120137,"0x5B9C","0x5B9C","Unclassified",8.5,2
120200,"0x4264","0x4264","Transcription",5.1,2
120353,"0x0A90","0x0A90","Translation",8.8,2
120361,"0x6DB6","0x6DB6","Chromatin",7.9,2
120377,"0x7657","0x7657","Cell adhesion",5.2,2
120452,"0x9CBD","0x9CBD","Methylation",6.8,2
120503,"0x6CA2","0x6CA2","Cell cycle",7.7,2
120605,"0x09D5","0x09D5","DNA repair",6.5,2
120621,"0xA288","0xA288","Cytoskeleton",6.2,2
120660,"0x2445","0x2445","Structural",5.2,2
120824,"0x3650","0x3650","Unclassified",9.9,2
120828,"0x0420","0x0420","Cell cycle",5.6,2
120847,"0x882C","0x882C","Chromatin",5.7,2
120931,"0x3568","0x3568","Cell adhesion",12,2
121016,"0x1081","0x1081","DNA repair",5.5,2
121101,"0x2442","0x2442","Transport",5.4,2
121120,"0xD5A9","0xD5A9","Kinase",7.2,2
121125,"0xA69A","0xA69A","RNA processing",39.5,2
121157,"0xF7D5","0xF7D5","Chromatin",5,2
121185,"0xDCBD","0xDCBD","Chromatin",10,2
121281,"0x06D1","0x06D1","Unclassified",8.5,2
121319,"0xD881","0xD881","Chromatin",6.1,2
121381,"0x596F","0x596F","Unclassified",7.4,2
121399,"0x77DB","0x77DB","Transcription",5.4,2
121467,"0x1C71","0x1C71","Transcription",19.8,2
121509,"0x365F","0x365F","Ion channel",10.2,2
121517,"0x8BDF","0x8BDF","Unclassified",6.1,2
121565,"0x356A","0x356A","Unclassified",7.8,2
121592,"0x69A6","0x69A6","Chromatin",6.4,2
121601,"0xB62B","0xB62B","Cytoskeleton",5.9,2
121603,"0x2882","0x2882","Chromatin",6.3,2
121725,"0x0620","0x0620","Cell cycle",6.4,2
121740,"0x0A28","0x0A28","Chromatin",7.2,2
121742,"0xCA20","0xCA20","Cell cycle",7.6,2
121748,"0x7657","0x7657","Cell adhesion",5.2,2
121750,"0xD8A1","0xD8A1","Chromatin",7.2,2
121753,"0xF62F","0xF62F","Transcription",15.2,2
121824,"0x0B25","0x0B25","DNA repair",5.7,2
121904,"0xBDF6","0xBDF6","Cell cycle",7.2,2
121909,"0x75DA","0x75DA","Chromatin",5.3,2
121911,"0xDCBD","0xDCBD","Chromatin",10,2
121938,"0x37D8","0x37D8","Cell adhesion",7.1,2
121952,"0xB98B","0xB98B","RNA processing",7.9,2
121974,"0x45C4","0x45C4","Transcription",7.4,2
122008,"0x5965","0x5965","Ion channel",5,2
122041,"0x772F","0x772F","Chromatin",13.4,2
122187,"0x2F72","0x2F72","Chromatin",6.5,2
122189,"0xF7DA","0xF7DA","Structural",15.7,2
122234,"0x0B25","0x0B25","DNA repair",5.7,2
122271,"0xDCBD","0xDCBD","Chromatin",10,2
122309,"0xF7D0","0xF7D0","Chromatin",5.2,2
122322,"0x6144","0x6144","Phosphatase",6.1,2
122342,"0x756C","0x756C","Kinase",9.8,2
122357,"0x68B2","0x68B2","Cytoskeleton",6.5,2
122447,"0x4104","0x4104","Kinase",11,2
122455,"0x5CA9","0x5CA9","Unclassified",5.4,2
122459,"0xDCAD","0xDCAD","Chromatin",7.6,2
122519,"0x5810","0x5810","Cell cycle",5.8,2
122581,"0x89D8","0x89D8","Chromatin",6.8,2
122640,"0xD5AD","0xD5AD","Phosphatase",6.7,2
122647,"0xD94D","0xD94D","Chromatin",5.4,2
122675,"0x7D77","0x7D77","Cytoskeleton",6,2
122719,"0x05D1","0x05D1","Unclassified",9.2,2
122797,"0x5960","0x5960","Cytoskeleton",9.7,2
122835,"0x3657","0x3657","Methylation",6.7,2
122854,"0xD5B2","0xD5B2","Cytoskeleton",5.7,2
122861,"0x6DB6","0x6DB6","Chromatin",7.9,2
122920,"0xCA2B","0xCA2B","Unclassified",12.9,2
122954,"0x881A","0x881A","Unclassified",5.1,2
122989,"0x9082","0x9082","Chromatin",6.3,2
122998,"0x5451","0x5451","Unclassified",8,2
123235,"0xF69C","0xF69C","Chromatin",10,2
123258,"0xB62B","0xB62B","Cytoskeleton",5.9,2
123324,"0x772A","0x772A","Unclassified",7.3,2
123344,"0x4209","0x4209","Methylation",6.3,2
123369,"0xDCBD","0xDCBD","Chromatin",10,2
123422,"0x0A20","0x0A20","Cell cycle",12.4,2
123447,"0xF629","0xF629","Kinase",6.1,2
123449,"0x8A21","0x8A21","Nuc acid bind",9.8,2
123478,"0x9082","0x9082","Chromatin",6.3,2
123500,"0x5A28","0x5A28","Structural",5.5,2
123565,"0x60A2","0x60A2","Cell cycle",7.1,2
123661,"0x820B","0x820B","Translation",5.6,2
123705,"0x7567","0x7567","DNA repair",10.3,2
123787,"0xCA5C","0xCA5C","Chromatin",11.9,2
123792,"0xBDCB","0xBDCB","Chromatin",5.9,2
123844,"0x9DC9","0x9DC9","Unclassified",5.3,2
123857,"0xCBDC","0xCBDC","Chromatin",7.5,2
123866,"0xDCBD","0xDCBD","Chromatin",10,2
123899,"0x742F","0x742F","Unclassified",8.3,2
123944,"0xF72F","0xF72F","Transcription",12,2
123971,"0x37D8","0x37D8","Cell adhesion",7.1,2
123977,"0xF72F","0xF72F","Transcription",12,2
123987,"0xDB7D","0xDB7D","Chromatin",5.4,2
124009,"0x1F41","0x1F41","Structural",5.4,2
124164,"0x596F","0x596F","Unclassified",7.4,2
124182,"0x77DB","0x77DB","Transcription",5.4,2
124184,"0xDCBD","0xDCBD","Chromatin",10,2
124276,"0x6186","0x6186","Cytoskeleton",5.9,2
124308,"0x75DF","0x75DF","Chromatin",5.7,2
124322,"0xC820","0xC820","Unclassified",11,2
124325,"0xCA2B","0xCA2B","Unclassified",12.9,2
124443,"0x1F41","0x1F41","Structural",5.4,2
124522,"0xD8A2","0xD8A2","Cytoskeleton",6.6,2
124531,"0x9B69","0x9B69","Cytoskeleton",5.7,2
124585,"0x77D9","0x77D9","Unclassified",5.8,2
124605,"0x8A25","0x8A25","Cytoskeleton",10.4,2
124648,"0xB5D1","0xB5D1","Unclassified",5.1,2
124690,"0xB65F","0xB65F","Unclassified",5.6,2
124726,"0x0567","0x0567","Transcription",14.8,2
124852,"0xB6D9","0xB6D9","Unclassified",7.8,2
124864,"0x8451","0x8451","Cell adhesion",6.1,2
124890,"0xCB2C","0xCB2C","Chromatin",73.8,2
124963,"0x356A","0x356A","Unclassified",7.8,2
125001,"0xCA20","0xCA20","Cell cycle",7.6,2
125039,"0x82C5","0x82C5","Unclassified",6.1,2
125049,"0x4104","0x4104","Kinase",11,2
125101,"0x2082","0x2082","Chromatin",9.3,2
125111,"0xB2CB2C","0xB2CB2C","Chromatin",6142.7,3
125134,"0xCB27","0xCB27","Nuc acid bind",6.3,2
125139,"0xF5D9","0xF5D9","Transcription",7.2,2
125244,"0x05D5","0x05D5","Unclassified",5.1,2
125293,"0x756B","0x756B","Unclassified",7.8,2
125344,"0xCA28","0xCA28","Cell cycle",8.3,2
125428,"0xC7DC","0xC7DC","Unclassified",9.8,2
125503,"0x6C82","0x6C82","Structural",6.3,2
125531,"0x6CAD","0x6CAD","Structural",8.8,2
125549,"0xCB91","0xCB91","Transcription",7.5,2
125607,"0x2CB2","0x2CB2","Chromatin",23.2,2
125612,"0xF567","0xF567","Cell adhesion",10.5,2
125630,"0xA18A","0xA18A","Cell cycle",5.3,2
125653,"0x575D","0x575D","Cytoskeleton",5,2
125665,"0x8A2A","0x8A2A","Chromatin",8.3,2
125668,"0x596A","0x596A","Transport",8.5,2
125687,"0xB2C9","0xB2C9","Unclassified",8.6,2
125711,"0x18A1","0x18A1","Chromatin",7.8,2
125747,"0x1F71","0x1F71","Unclassified",7,2
125774,"0x6698","0x6698","Transcription",6.2,2
125781,"0x356A","0x356A","Unclassified",7.8,2
125790,"0xCA25","0xCA25","Cell cycle",11.2,2
125817,"0x2B62","0x2B62","Cytoskeleton",6.9,2
125975,"0xF72F","0xF72F","Transcription",12,2
126066,"0xB56B","0xB56B","Transcription",18.8,2
126071,"0xB7DA","0xB7DA","Unclassified",12.2,2
126102,"0xCB2A","0xCB2A","Transcription",8.2,2
126106,"0x096A","0x096A","DNA repair",6.1,2
126143,"0x8A26","0x8A26","Unclassified",6.4,2
126148,"0xD37D","0xD37D","Chromatin",6.3,2
126190,"0x37DB","0x37DB","Chromatin",10.1,2
126257,"0x2882","0x2882","Chromatin",6.3,2
126267,"0xF5D9","0xF5D9","Transcription",7.2,2
126365,"0x77DA","0x77DA","Transcription",6.7,2
126367,"0x4174","0x4174","Phosphatase",5.5,2
126514,"0x06D1","0x06D1","Unclassified",8.5,2
126526,"0x06D1","0x06D1","Unclassified",8.5,2
126538,"0x6C82","0x6C82","Structural",6.3,2
126556,"0x3567","0x3567","Phosphatase",11.1,2
126641,"0x9F69","0x9F69","Cell adhesion",6.7,2
126654,"0x99A427","0x99A427","Transcription",2635.8,3
126687,"0x5965","0x5965","Ion channel",5,2
126723,"0x8567","0x8567","Cytoskeleton",6.5,2
126755,"0xCB21","0xCB21","Transcription",10.2,2
126794,"0xD58D","0xD58D","Phosphatase",7.4,2
126798,"0xF69F","0xF69F","Structural",36.2,2
126847,"0x0A25","0x0A25","Unclassified",9.5,2
126851,"0x6F7D","0x6F7D","Methylation",10,2
126888,"0xB563","0xB563","Unclassified",14.4,2
126899,"0xB5D1","0xB5D1","Unclassified",5.1,2
126901,"0x68A1","0x68A1","Cytoskeleton",6.1,2
127003,"0x9F69","0x9F69","Cell adhesion",6.7,2
127132,"0x5B2C","0x5B2C","Kinase",6.2,2
127248,"0xD5B2","0xD5B2","Cytoskeleton",5.7,2
127321,"0x6F7D","0x6F7D","Methylation",10,2
127325,"0xCB9C","0xCB9C","Unclassified",9,2
127347,"0x8563","0x8563","Unclassified",6.9,2
127356,"0x608D","0x608D","Cell cycle",5.5,2
127374,"0xA56B","0xA56B","Kinase",7.8,2
127376,"0xF5DF","0xF5DF","Cytoskeleton",11.9,2
127400,"0x0B20","0x0B20","Cell cycle",6,2
127485,"0x05D0","0x05D0","DNA repair",11.6,2
127524,"0x94D8","0x94D8","Cell adhesion",5,2
127580,"0x8108","0x8108","Cell cycle",5.4,2
127637,"0x0A10","0x0A10","Structural",8.9,2
127717,"0x4626","0x4626","Transcription",17.5,2
127752,"0x1410","0x1410","Transcription",8.4,2
127818,"0xCBDF","0xCBDF","Structural",6.1,2
127825,"0xE69A","0xE69A","RNA processing",12.3,2
127856,"0xBDF4","0xBDF4","Chromatin",6.6,2
127931,"0xB72A","0xB72A","Unclassified",8.5,2
128046,"0xCA21","0xCA21","Unclassified",11,2
128101,"0x745C","0x745C","Unclassified",5.8,2
128105,"0x8B9C","0x8B9C","Unclassified",10.1,2
128169,"0xCB2C","0xCB2C","Chromatin",73.8,2
128199,"0xCA2B","0xCA2B","Unclassified",12.9,2
128237,"0xD37D","0xD37D","Chromatin",6.3,2
128293,"0xCADC","0xCADC","Nuc acid bind",5.7,2
128319,"0xA6DA","0xA6DA","Transcription",9.1,2
128342,"0x0625","0x0625","Unclassified",5.8,2
128368,"0xCA2A","0xCA2A","Unclassified",7.4,2
128539,"0xB6DB","0xB6DB","Transcription",25.1,2
128568,"0xB7DB","0xB7DB","Chromatin",14.4,2
128585,"0xA28A","0xA28A","Chromatin",11,2
128774,"0xB28B","0xB28B","Cell cycle",5.4,2
128920,"0xCB2A","0xCB2A","Transcription",8.2,2
129062,"0x28A2","0x28A2","Chromatin",10.2,2
129073,"0x8A26","0x8A26","Unclassified",6.4,2
129080,"0x082C","0x082C","Chromatin",6.4,2
129141,"0xA429","0xA429","Unclassified",9.6,2
129165,"0x6881","0x6881","DNA repair",8.8,2
129168,"0x68A2","0x68A2","Cytoskeleton",7.7,2
129178,"0xA69B","0xA69B","Ubiquitin",13.5,2
129193,"0x28A2","0x28A2","Chromatin",10.2,2
129233,"0xD88D","0xD88D","Phosphatase",5.3,2
129247,"0xF428","0xF428","Cytoskeleton",5.5,2
129250,"0x5F62","0x5F62","Cell adhesion",5.2,2
129382,"0x096B","0x096B","Ion channel",11,2
129406,"0x07D8","0x07D8","Chromatin",9.4,2
129451,"0x8BDA","0x8BDA","Structural",6,2
129495,"0xF7DB","0xF7DB","Chromatin",10.3,2
129510,"0xA6DA","0xA6DA","Transcription",9.1,2
129536,"0x9A69","0x9A69","RNA processing",9.3,2
129542,"0xC8DC","0xC8DC","Transcription",5.4,2
129555,"0xB6DB","0xB6DB","Transcription",25.1,2
129586,"0x6CB2","0x6CB2","Chromatin",12.5,2
129599,"0xB2CB","0xB2CB","Chromatin",43.9,2
129623,"0xA288","0xA288","Cytoskeleton",6.2,2
129684,"0xF6DF","0xF6DF","Chromatin",8.5,2
129769,"0x09D8","0x09D8","DNA repair",5.5,2
129785,"0x8A2E","0x8A2E","Cytoskeleton",7.5,2
129859,"0xC967","0xC967","Chromatin",9.3,2
129914,"0xDF7D","0xDF7D","Chromatin",9.8,2
129929,"0x75DF","0x75DF","Chromatin",5.7,2
129950,"0x7DB7","0x7DB7","Transcription",6.2,2
129988,"0xF42F","0xF42F","Chromatin",29.2,2
130044,"0xF72F","0xF72F","Transcription",12,2
130199,"0x6CAD","0x6CAD","Structural",8.8,2
130203,"0xCBDF","0xCBDF","Structural",6.1,2
130256,"0x8288","0x8288","Cell cycle",7.1,2
130265,"0xE69A","0xE69A","RNA processing",12.3,2
130309,"0xA7D9","0xA7D9","Unclassified",5.2,2
130366,"0xA5DA","0xA5DA","Cytoskeleton",6.1,2
130430,"0x9CB2","0x9CB2","Chromatin",8.2,2
130487,"0xA429","0xA429","Unclassified",9.6,2
130586,"0x0628","0x0628","DNA repair",5.9,2
130599,"0xB69A","0xB69A","Transcription",5.8,2
130651,"0xC85C","0xC85C","Chromatin",14.1,2
130680,"0xDA7D","0xDA7D","Phosphatase",6,2
130732,"0xB69B","0xB69B","Transcription",10.4,2
130756,"0xB2CB","0xB2CB","Chromatin",43.9,2
130758,"0x772A","0x772A","Unclassified",7.3,2
130764,"0xA69A","0xA69A","RNA processing",39.5,2
130847,"0x8A2E","0x8A2E","Cytoskeleton",7.5,2
130849,"0xE62E","0xE62E","RNA processing",20.6,2
130895,"0xB7DA","0xB7DA","Unclassified",12.2,2
130899,"0x2A62","0x2A62","Cell adhesion",5.1,2
130915,"0x8A18","0x8A18","Chromatin",10.5,2
130936,"0x77DA","0x77DA","Transcription",6.7,2
130945,"0xB65F","0xB65F","Unclassified",5.6,2
130971,"0xB56A","0xB56A","Unclassified",17.4,2
131003,"0x68A2","0x68A2","Cytoskeleton",7.7,2
131064,"0x77D8","0x77D8","Unclassified",5.1,2
131097,"0x68B2","0x68B2","Cytoskeleton",6.5,2
